modelo | nserie | memoria | resetmapa
S10 | 16 218 445 | PART=68HC11E9 | [90 A7 FF] [A9 E8 FF]
S40 | 30611294 (0 285 001 147) | PART=68HC11E20 | [90 E8 FF]
S40 | 30613471F | PART=68HC11KA4 | [CC 1CE FF]
S60 | P31334542 (0 285 010 943) | PART=95128 | [C60 C70 55][E28 EFF 54][1138 115C FF][115D 115D 02][115E 1172 FF][1173 1173 02][1174 119C FF][119D 119D 02][119E 11B2 FF][11B3 11B3 02][11B4 11DC FF][11DD 11DD 02][11DE 141F FF]
V40 | 30613471F | PART=68HC11KA4 | [CC 1CE FF]
V40 | 30613498A | PART=68HC11KS2 | [CC 1CE FF]
UNKNOWN VOLVO | 0285001147 | PART=68HC11E9 | [90 A7 FF] [A9 E8 FF]
UNKNOWN VOLVO | 30613471F | PART=68HC11KA4 | [CD 1CE FF]
