modelo | nserie | memoria | resetmapa
407 | 603 55 46 00 | PART=95320 | [950 BD7 FF]
407 | 603 60 26 00 | PART=95320 | [980 BDF FF]
407 | 96 547 172 80 (603 55 46 00) | PART=95320 | [950 BD7 54]
407 | 96 558 808 80 (603 55 46 00) | PART=95320 | [950 BD7 54]
407 | 96 598 478 80 (606 56 31 00) | PART=95320 | [980 BDF FF]
407 | P8635A053 | PART=25640 | [C0 28F FF]
407 | 96 558 808 80 - 603 55 46 00 | PART=95320 | [950 FFF FF]
407 | 96 598 478 80 - 606 56 31 00 | PART=95320 | [950 FFF FF]
508 | 96 779 106 80 | PART=95640 | [0 393 FF] [C2C 1FFF FF]
605 | 550 53 86 00 V1 | PART=68HC11E9 | [111 11D 00][1D0 1D8 FF]
605 | 550 53 86 00 V2 | PART=68HC11E9 | [1A1 1C7 00]
607 | 603 48 20 00 V1 | PART=95320 | [980 B7F FF]
607 | 603 48 20 00 V2 | PART=95320 | [950 BD7 FF]
607 | 96 403 411 80 | PART=68HC11E20 | [E1 13D FF][142 1AD FF]
607 | 96 438 697 80 | PART=68HC11E20 | [E1 13D FF][142 1AD FF]
607 | 96 564 818 80 (603 48 20 00) | PART=95320 | [C80 9FF FF]
607 | 96 564 818 80 (603 48 20 00) V2 | PART=95320 | [950 BD7 FF]
607 | 96 595 318 80 (603 48 20 00) | PART=95320 | [950 BD7 54]
607 | 96 564 818 80 - 603 48 20 00 | PART=95320 | [950 BD7 FF]
806 | 550 53 97 00 | [111 11D 00][1B7 1B7 29][1D0 1D8 FF]
806 | 550 53 97 00 V2 | [1A2 1C7 00]
806 | 96 374 919 80 AP (550 58 14 00) | [E0 FF FF]
807 | 14 005 969 80 | PART=95160 | [500 60F FF]
807 | 14 006 847 80 | PART=95160 | [500 60F FF]
807 | 14 009 871 90 | PART=95160 | [4D0 61B FF]
2008 | 98 072 769 80 (0 285 012 00) | PART=95320 | [400 4BF FF][5B0 75F FF][7D0 7FB FF]
3008-5008 | 96 667 754 80 - 0 285 010 704 | PART=95160 | [428 4E3 FF][4E4 4E4 0] [4E5 4E5 F1] [4E6 4E6 01] [4E7 54F 0] [550 6B5 FF]
3008-5008 | 96 751 817 80 - 0 285 010 830 | PART=95160 | [444 4FF FF][503 56B 0] [56C 6E1 FF]
5008 | 96 751 817 80 (0 285 010 830) | PART=95160 | [440 4FF FF][558 6E1 FF]
